id,user_login,user_name,license,image_url,latitude,longitude,scientific_name,common_name,taxon_id,taxon_family_name
2337318,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593618/medium.jpg,36.4621166667,-76.0239283333,Taraxacum officinale,common dandelion,47602,Asteraceae
2337394,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593754/medium.jpg,36.4637183333,-76.0262166667,Liquidambar styraciflua,American sweetgum,49658,Altingiaceae
2337408,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593768/medium.jpg,36.462835,-76.0290683333,Lobelia puberula,downy lobelia,119142,Campanulaceae
2337410,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593770/medium.jpg,36.4575833333,-76.0291516667,Liriodendron tulipifera,tulip tree,53582,Magnoliaceae
2337411,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593771/medium.jpg,36.4575416667,-76.0290766667,Acer rubrum,red maple,48098,Sapindaceae
2337412,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593772/medium.jpg,36.45758,-76.02909,Hedera helix,common ivy,55882,Araliaceae
2337415,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593775/medium.jpg,36.4602816667,-76.0211616667,Plantago major,greater plantain,58961,Plantaginaceae
2337416,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593776/medium.jpg,36.4605883333,-76.0219916667,Morella cerifera,wax myrtle,119956,Myricaceae
2337444,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593812/medium.jpg,36.4696833333,-76.0261633333,Acer rubrum,red maple,48098,Sapindaceae
2337445,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593813/medium.jpg,36.469355,-76.0257966667,Corniculatae,,865017,Oxalidaceae
2337448,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593816/medium.jpg,36.4668,-76.0234166667,Taraxacum officinale,common dandelion,47602,Asteraceae
2337452,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2593820/medium.jpg,36.4693366667,-76.0277716667,Sassafras albidum,sassafras,54795,Lauraceae
2340541,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2597621/medium.jpg,36.51304,-75.9326133333,Acer rubrum,red maple,48098,Sapindaceae
2340542,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2597622/medium.jpg,36.5130433333,-75.932635,Rosa multiflora,multiflora rose,78882,Rosaceae
2340707,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2597875/medium.jpg,36.5116666667,-75.93723,Acer rubrum,red maple,48098,Sapindaceae
2340738,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2597909/medium.jpg,36.49339,-75.9845183333,Persicaria pensylvanica,pinkweed,78455,Polygonaceae
2340740,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2597911/medium.jpg,36.4938166667,-75.9812016667,Acer rubrum,red maple,48098,Sapindaceae
2341406,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2598517/medium.jpg,36.4861083333,-75.9255183333,Morella cerifera,wax myrtle,119956,Myricaceae
2341412,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2598524/medium.jpg,36.4687166667,-76.0766366667,Acer rubrum,red maple,48098,Sapindaceae
2341415,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2598527/medium.jpg,36.4684516667,-76.077965,Sassafras albidum,sassafras,54795,Lauraceae
2341418,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2598530/medium.jpg,36.46851,-76.0765983333,Acer rubrum,red maple,48098,Sapindaceae
2341420,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2598532/medium.jpg,36.4684966667,-76.0766,Liquidambar styraciflua,American sweetgum,49658,Altingiaceae
2349960,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610727/medium.jpg,36.44952,-76.0139433333,Taraxacum officinale,common dandelion,47602,Asteraceae
2349974,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610741/medium.jpg,36.511415,-75.93787,Acer rubrum,red maple,48098,Sapindaceae
2349980,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610747/medium.jpg,36.5111816667,-75.9383283333,Morella cerifera,wax myrtle,119956,Myricaceae
2349981,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610748/medium.jpg,36.5111716667,-75.9383466667,Trifolium pratense,Red Clover,51875,Fabaceae
2349992,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610759/medium.jpg,36.5354916667,-75.9361983333,Rosa multiflora,multiflora rose,78882,Rosaceae
2350004,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610771/medium.jpg,36.5346983333,-75.9365083333,Toxicodendron radicans,eastern poison ivy,58732,Anacardiaceae
2350135,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610947/medium.jpg,36.5296916667,-75.989455,Persicaria pensylvanica,pinkweed,78455,Polygonaceae
2350136,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610948/medium.jpg,36.5387033333,-75.96328,Liquidambar styraciflua,American sweetgum,49658,Altingiaceae
2350142,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2610954/medium.jpg,36.5130666667,-75.932185,Liquidambar styraciflua,American sweetgum,49658,Altingiaceae
2444177,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2727649/medium.jpg,36.293502,-75.892702,Verbascum thapsus,great mullein,59029,Scrophulariaceae
2444179,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2727654/medium.jpg,36.293502,-75.892702,Plantago lanceolata,ribwort plantain,53178,Plantaginaceae
2444213,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2727691/medium.jpg,36.4637466667,-76.0262333333,Ilex opaca,American holly,60749,Aquifoliaceae
3081099,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3553229/medium.jpg,36.461745,-76.0222733333,Potentilla indica,mock strawberry,243824,Rosaceae
3218119,lakekoshare,Jim,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3725848/medium.JPG,36.373975,-75.83247,Oxalis articulata,pink-sorrel,57805,Oxalidaceae
3218168,lakekoshare,Jim,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3725950/medium.JPG,36.291832,-75.800377,Lonicera sempervirens sempervirens,Trumpet Honeysuckle,241449,Caprifoliaceae
3379324,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3903781/medium.jpeg,36.5682640866,-76.0048204698,Parthenocissus quinquefolia,Virginia creeper,50278,Vitaceae
3382161,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3908168/medium.jpeg,36.5937315436,-76.1553568608,Toxicodendron radicans,eastern poison ivy,58732,Anacardiaceae
3386204,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3914125/medium.jpeg,36.4439118292,-76.0089181365,Campsis radicans,American trumpet vine,75995,Bignoniaceae
3386223,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3914141/medium.jpeg,36.5349333304,-76.0767611412,Lonicera japonica,Japanese honeysuckle,77835,Caprifoliaceae
3386224,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3914147/medium.jpeg,36.4834898621,-76.144245858,Ilex opaca,American holly,60749,Aquifoliaceae
3386346,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3914303/medium.jpeg,36.4533202915,-76.1624956955,Daucus carota,Queen Anne's lace,76610,Apiaceae
3390834,lakekoshare,Jim,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3920921/medium.JPG,36.380288,-75.830778,Calystegia sepium,hedge bindweed,57481,Convolvulaceae
3437494,earthstephen,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3983792/medium.jpg,36.3726716667,-75.8325283333,Alternanthera philoxeroides,Alligatorweed,75386,Amaranthaceae
3437497,earthstephen,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3983795/medium.jpg,36.372657395,-75.8323083726,Phragmites australis,common reed,64237,Poaceae
3437631,earthstephen,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3983949/medium.jpg,36.3760107011,-75.8324501944,Rosa palustris,swamp rose,82302,Rosaceae
3449126,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4001241/medium.jpg,36.518839,-75.91991,Quercus nigra,water oak,53640,Fagaceae
3449135,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4001248/medium.jpg,36.518839,-75.91991,Glechoma hederacea,ground-ivy,55830,Lamiaceae
3449143,allisond,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4001258/medium.jpg,36.518839,-75.91991,Oxalis articulata,pink-sorrel,57805,Oxalidaceae
3842665,mary75,Mary Clouse,,http://static.inaturalist.org/photos/4499105/medium.jpg,36.2732627336,-75.7918621694,Lonicera sempervirens,coral honeysuckle,119809,Caprifoliaceae
4420323,erikamitchell,Erika Mitchell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5314893/medium.jpg,36.4622366667,-76.0293166667,Quercus nigra,water oak,53640,Fagaceae
5401282,sooty_chicken,Martina N,,https://static.inaturalist.org/photos/6637548/medium.jpeg,36.5366329583,-75.9422121049,Asclepias lanceolata,fewflower milkweed,158744,Apocynaceae
6058169,joshl,,CC-BY,https://static.inaturalist.org/photos/7589182/medium.jpg,36.2892445084,-75.8047441487,Toxicodendron radicans,eastern poison ivy,58732,Anacardiaceae
6058959,joshl,,CC-BY,https://static.inaturalist.org/photos/7589327/medium.jpg,36.2871375913,-75.8039550763,Potentilla indica,mock strawberry,243824,Rosaceae
6059588,joshl,,CC-BY,https://static.inaturalist.org/photos/7589703/medium.jpg,36.2880912423,-75.804299824,Toxicodendron radicans,eastern poison ivy,58732,Anacardiaceae
6130976,marmaid_barnacles,"",,https://static.inaturalist.org/photos/7678666/medium.jpg,36.319028344,-75.8152230364,Lonicera sempervirens,coral honeysuckle,119809,Caprifoliaceae
6130977,marmaid_barnacles,"",,https://static.inaturalist.org/photos/7678673/medium.jpg,36.3137410395,-75.8154449892,Eupatorium capillifolium,dogfennel,131154,Asteraceae
6536538,bamedlin,Brooke Medlin,,https://static.inaturalist.org/photos/8282999/medium.jpg,36.3766416667,-75.831825,Commelina communis,Asiatic dayflower,52927,Commelinaceae
7421173,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9641866/medium.jpg,36.2577166921,-75.7896005642,Parthenocissus quinquefolia,Virginia creeper,50278,Vitaceae
7421224,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9641938/medium.jpg,36.257112776,-75.7898420469,Smilax bona-nox,saw greenbrier,125677,Smilacaceae
7421249,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642010/medium.jpg,36.2571311742,-75.7898430527,Toxicodendron radicans,eastern poison ivy,58732,Anacardiaceae
7421373,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642163/medium.jpg,36.2568316888,-75.7896953636,Centrosema virginianum,butterfly pea,127681,Fabaceae
7421590,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642472/medium.jpg,36.2565483386,-75.7892589179,Liquidambar styraciflua,American sweetgum,49658,Altingiaceae
7421638,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642545/medium.jpg,36.2565273,-75.7891994902,Centella erecta,American Coinwort,160295,Apiaceae
7421649,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642553/medium.jpg,36.2562435726,-75.7891559881,Hypericum hypericoides,St. Andrew's cross,120009,Hypericaceae
7421670,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642604/medium.jpg,36.2559972704,-75.7889810578,Eupatorium serotinum,late boneset,52934,Asteraceae
7421702,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9642671/medium.jpg,36.2555961125,-75.7886668202,Rhexia mariana,Maryland meadowbeauty,126318,Melastomataceae
7422406,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9644200/medium.jpg,36.2514155126,-75.7850828861,Centella erecta,American Coinwort,160295,Apiaceae
7422412,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9644219/medium.jpg,36.2501338357,-75.7849543915,Eupatorium rotundifolium,round-leaved boneset,162801,Asteraceae
7422436,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9644248/medium.jpg,36.2501114142,-75.784935616,Elephantopus carolinianus,leafy elephant's-foot,119609,Asteraceae
7422440,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9644254/medium.jpg,36.2500706781,-75.7849113923,Elephantopus carolinianus,leafy elephant's-foot,119609,Asteraceae
7424237,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9647010/medium.jpg,36.3750277972,-75.8304632642,Smilax bona-nox,saw greenbrier,125677,Smilacaceae
7427040,ruggedbynature,Jon,CC0,https://static.inaturalist.org/photos/9653010/medium.jpg,36.4341218071,-75.8406983224,Pueraria montana,kudzu,62671,Fabaceae
7433612,pagrader,,,https://static.inaturalist.org/photos/9662586/medium.jpg,36.3147113703,-75.8105300873,Diospyros virginiana,common persimmon,83435,Ebenaceae
7591725,joshl,,CC-BY,https://static.inaturalist.org/photos/9917269/medium.jpg,36.3726365241,-75.8338015248,Asclepias incarnata,swamp milkweed,125381,Apocynaceae
7729751,joshl,,CC-BY,https://static.inaturalist.org/photos/10142066/medium.jpeg,36.2997906192,-75.8083890451,Phytolacca americana,American pokeweed,48599,Phytolaccaceae
7729758,joshl,,CC-BY,https://static.inaturalist.org/photos/10142186/medium.jpeg,36.2940768545,-75.8074398638,Desmodium paniculatum,panicled ticktrefoil,130993,Fabaceae
7729760,joshl,,CC-BY,https://static.inaturalist.org/photos/10142200/medium.jpeg,36.2936510882,-75.8075426889,Pontederia cordata,pickerelweed,52599,Pontederiaceae
7729762,joshl,,CC-BY,https://static.inaturalist.org/photos/10142205/medium.jpeg,36.2984021238,-75.8087252868,Gaillardia pulchella,Indian blanket,51768,Asteraceae
7729763,joshl,,CC-BY,https://static.inaturalist.org/photos/10142207/medium.jpeg,36.2889490797,-75.8054360356,Vitis rotundifolia,muscadine,82529,Vitaceae
7729767,joshl,,CC-BY,https://static.inaturalist.org/photos/10142240/medium.jpeg,36.3060291908,-75.8084826067,Typha latifolia,broad-leaved cattail,48685,Typhaceae
7770304,jfox,,,https://static.inaturalist.org/photos/10841556/medium.jpg,36.2964070961,-75.8002618422,Gaillardia pulchella,Indian blanket,51768,Asteraceae
7786358,joshl,,CC-BY,https://static.inaturalist.org/photos/10234318/medium.jpeg,36.3733617,-75.8322659,Conoclinium coelestinum,blue mistflower,119095,Asteraceae
7811006,joshl,,CC-BY,https://static.inaturalist.org/photos/10274437/medium.jpeg,36.3016550812,-75.8084106445,Parthenocissus quinquefolia,Virginia creeper,50278,Vitaceae
7811008,joshl,,CC-BY,https://static.inaturalist.org/photos/10274452/medium.jpeg,36.3013438069,-75.8080244064,Vitis rotundifolia,muscadine,82529,Vitaceae
7811021,joshl,,CC-BY,https://static.inaturalist.org/photos/10274553/medium.jpeg,36.3016058,-75.8062368,Morella cerifera,wax myrtle,119956,Myricaceae
7880787,joshl,,CC-BY,https://static.inaturalist.org/photos/10389183/medium.jpeg,36.3734570214,-75.8322715759,Hibiscus moscheutos,swamp rose mallow,82317,Malvaceae
7880792,joshl,,CC-BY,https://static.inaturalist.org/photos/10389239/medium.jpeg,36.3745800212,-75.8297395706,Lonicera japonica,Japanese honeysuckle,77835,Caprifoliaceae
7880797,joshl,,CC-BY,https://static.inaturalist.org/photos/10389278/medium.jpeg,36.3745800212,-75.8306407928,Impatiens capensis,common jewelweed,47888,Balsaminaceae
7880799,joshl,,CC-BY,https://static.inaturalist.org/photos/10389282/medium.jpeg,36.3753401964,-75.8306407928,Commelina communis,Asiatic dayflower,52927,Commelinaceae
8026102,joshl,,CC-BY,https://static.inaturalist.org/photos/10626071/medium.jpeg,36.3727097856,-75.8335912228,Strophostyles helvola,trailing fuzzy-bean,204420,Fabaceae
8039356,joshl,,CC-BY,https://static.inaturalist.org/photos/10647298/medium.jpeg,36.3413842189,-75.8213496208,Pluchea odorata,marsh fleabane,60146,Asteraceae
8065993,joshl,,CC-BY,https://static.inaturalist.org/photos/10690138/medium.jpeg,36.3021306366,-75.8090007305,Monarda punctata,spotted horse mint,118776,Lamiaceae
8065994,joshl,,CC-BY,https://static.inaturalist.org/photos/10690144/medium.jpeg,36.3013438069,-75.8086574078,Gaillardia pulchella,Indian blanket,51768,Asteraceae
8065997,joshl,,CC-BY,https://static.inaturalist.org/photos/10690158/medium.jpeg,36.3007990741,-75.8083355427,Solanum carolinense,Carolina horsenettle,52899,Solanaceae
8151894,joshl,,CC-BY,https://static.inaturalist.org/photos/10792186/medium.jpg,36.2622971926,-75.7892722451,Morella cerifera,wax myrtle,119956,Myricaceae
8151947,joshl,,CC-BY,https://static.inaturalist.org/photos/10792191/medium.jpg,36.262788917,-75.7902008761,Diospyros virginiana,common persimmon,83435,Ebenaceae
